
SALE|20260517|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|YES|764.79
SALE|20260517|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|NO|0.00
LEASE|20260517|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|8997.50|1259.65|28252.15|1130.09
SALE|20260518|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|YES|764.79
SALE|20260518|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|495.00|19489.75|YES|764.79
SALE|20260518|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|blaine|test|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|t|t|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|t|t|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|t|t|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|blaine|t|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|t|t|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|t|t|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|t|t|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|j|j|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|l|l|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|0.00|19489.75|YES|764.79
SALE|20260518|v|v|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|t|y|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|s|s|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|h|h|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|v|v|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|c|c|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|x|x|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|d|d|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|z|z|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|s|s|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
SALE|20260518|r|r|77777|2016|Chevrolet|Express|VAN|Black|120500|17995.00|0.05|100.00|19489.75|495.00|YES|764.79
